,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,value1,peaks_min,peaks_max,ema30,ema50,ema100,buy,sell
0,202507012000,169.52499999999998,169.37099999999998,169.41299999999998,169.51999999999998,2976,m15,1,,,169.41299999999998,169.41299999999998,169.41299999999998,0,0
1,202507012015,169.459,169.398,169.453,169.41299999999998,2126,m15,1,,1.0,169.43366666666665,169.4334,169.4332,0,0
2,202507012030,169.464,169.291,169.326,169.453,3329,m15,1,,,169.3953594964828,169.39615864551396,169.39674964167864,0,0
3,202507012045,169.32999999999998,169.27599999999998,169.28699999999998,169.326,2770,m15,1,,,169.3655025064743,169.36721021791286,169.3684836768823,0,0
4,202507012100,169.289,169.214,169.224,169.28699999999998,102,m15,1,1.0,,169.33330726033324,169.33623193243065,169.33841963104294,0,0
5,202507012115,169.243,169.20999999999998,169.24099999999999,169.224,264,m15,1,,,169.31524879891495,169.3187313113175,169.32136048237922,0,0
6,202507012130,169.279,169.185,169.267,169.24099999999999,659,m15,1,,,169.30690385481387,169.3104253759316,169.31312106698525,0,0
7,202507012145,169.274,169.238,169.25199999999998,169.267,451,m15,1,,,169.29833688134627,169.3020597600312,169.3049355403427,0,0
8,202507012200,169.328,169.23499999999999,169.296,169.25199999999998,879,m15,1,,,169.29800281738088,169.3012738099293,169.30386144189848,0,0
9,202507012215,169.298,169.26399999999998,169.29399999999998,169.296,946,m15,1,,,169.2974722212734,169.30040867843016,169.30278420347886,0,0
10,202507012230,169.33499999999998,169.284,169.303,169.29399999999998,1023,m15,1,,1.0,169.29815828049263,169.30069412804409,169.30280584134135,0,1
11,202507012245,169.303,169.23999999999998,169.267,169.303,903,m15,1,,,169.29450868686095,169.2972283790535,169.29948298179298,0,0
12,202507012300,169.334,169.253,169.292,169.267,1629,m15,1,,,169.2942295301498,169.29672277112152,169.29883579001074,0,0
13,202507012315,169.295,169.232,169.254,169.292,1357,m15,1,,,169.2899529215853,169.2928158878728,169.29520043916992,0,0
14,202507012330,169.254,169.21599999999998,169.239,169.254,1950,m15,1,1.0,,169.28475363409987,169.28813885770435,169.29090674161043,0,-1
15,202507012345,169.33499999999998,169.237,169.256,169.239,3199,m15,1,,,169.28192570209563,169.28547288101157,169.28838272983506,0,0
16,202507020000,169.46599999999998,169.197,169.37,169.256,8219,m15,1,,,169.2903043603628,169.29219074582457,169.29398984964843,0,0
17,202507020015,169.457,169.32899999999998,169.451,169.37,5333,m15,1,,,169.30513748609312,169.30432376910255,169.30427361521075,0,0
18,202507020030,169.521,169.421,169.515,169.451,4414,m15,1,,1.0,169.3239852244278,169.31984237966222,169.3174725269604,0,0
19,202507020045,169.547,169.363,169.405,169.515,7630,m15,1,,,169.33108166014753,169.32590629735026,169.32272965672655,0,0
20,202507020100,169.52499999999998,169.37699999999998,169.501,169.405,6295,m15,1,,,169.3456297997976,169.33798787852288,169.33302263933973,0,0
21,202507020115,169.522,169.42,169.422,169.501,4156,m15,1,,,169.3520333657065,169.34361710407492,169.33797225014936,0,0
22,202507020130,169.493,169.393,169.447,169.422,4895,m15,1,,,169.35984519899264,169.35035697109043,169.3438274519537,0,0
23,202507020145,169.459,169.37199999999999,169.41899999999998,169.447,5915,m15,1,,,169.36462636662122,169.3547187255039,169.34773212613496,0,0
24,202507020200,169.482,169.39399999999998,169.40699999999998,169.41899999999998,6244,m15,1,,,169.36799624400857,169.35796191530696,169.35071480100066,0,0
25,202507020215,169.44199999999998,169.386,169.41899999999998,169.40699999999998,4399,m15,1,,,169.3719924656102,169.36166385056455,169.3540494898137,0,0
