,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,value1,peaks_min,peaks_max,ema_10,ema_18,peaks_min_ema_10,peaks_max_ema_10,peaks_min_ema_18,peaks_max_ema_18,trade_open_zone,centro_picos_max_suave,centro_picos_min_suave,centro_picos_max_trend,centro_picos_min_trend,signal,last_min_trend_marker,last_max_trend_marker
0,202507101420,1.35531,1.35388,1.35396,1.35513,2245,m5,1,0,0,1.35396,1.35396,0,0,0,0,0,1.3497799999999995,1.3540345375999998,,,0,,
1,202507101425,1.35406,1.3532899999999999,1.35369,1.35396,2243,m5,1,1,0,1.353910909090909,1.3539315789473685,1,0,1,0,1,1.3497799999999995,1.3540266153846152,,,0,,
2,202507101430,1.35453,1.35351,1.3544,1.35369,1758,m5,1,0,0,1.3539998347107436,1.353980886426593,0,0,0,0,0,1.3497799999999998,1.3540186913580246,,,0,,
3,202507101435,1.35472,1.35387,1.35457,1.3544,2268,m5,1,0,0,1.354103501126972,1.3540428983816883,0,0,0,0,0,1.3497799999999998,1.3540107657142857,,,0,,
4,202507101440,1.35517,1.35449,1.35473,1.35457,2081,m5,1,0,0,1.354217410012977,1.3541152248678265,0,0,0,0,0,1.34978,1.3540028386206897,,,0,,
5,202507101445,1.35562,1.35441,1.35551,1.35473,2295,m5,1,0,0,1.354452426374254,1.354262043302792,0,0,0,0,0,1.34978,1.3539949102222224,,,0,,
6,202507101450,1.3557299999999999,1.35513,1.35565,1.35551,1644,m5,1,0,0,1.3546701670334804,1.3544081440077613,0,0,0,0,0,1.3497800000000002,1.3539869806451614,,,0,,
7,202507101455,1.35565,1.35509,1.3555,1.35565,1800,m5,1,0,0,1.3548210457546657,1.3545230762174707,0,0,0,0,0,1.3497800000000002,1.3539790500000002,,,0,,
8,202507101500,1.35594,1.35534,1.35591,1.3555,1976,m5,1,0,0,1.3550190374356355,1.354669068194579,0,0,0,0,0,1.3497800000000002,1.3539711183838385,,,0,,
9,202507101505,1.35625,1.35589,1.35601,1.35591,1279,m5,1,0,0,1.3551992124473382,1.354810218910939,0,0,0,0,0,1.3497800000000004,1.353963185882353,,,0,,
10,202507101510,1.35655,1.35589,1.35626,1.35601,1066,m5,1,0,0,1.3553920829114585,1.3549628274466297,0,0,0,0,0,1.3497800000000004,1.3539552525714287,,,0,,
11,202507101515,1.35646,1.35617,1.35639,1.35626,760,m5,1,0,0,1.3555735223821024,1.3551130561364582,0,0,0,0,0,1.3497800000000004,1.3539473185185187,,,0,,
12,202507101520,1.3571199999999999,1.35639,1.35674,1.35639,1250,m5,1,0,0,1.35578560922172,1.3552843133852521,0,0,0,0,0,1.3497800000000004,1.3539393837837839,,,0,,
13,202507101525,1.35677,1.3563,1.3563399999999999,1.35674,1502,m5,1,0,0,1.3558864075450436,1.3553954382920677,0,0,0,0,0,1.3497800000000006,1.3539314484210525,,,0,,
14,202507101530,1.3563399999999999,1.35577,1.35578,1.3563399999999999,1680,m5,1,0,0,1.355867060718672,1.35543591847185,0,0,0,0,0,1.3497800000000006,1.3539235124786324,,,0,,
15,202507101535,1.3561,1.3555,1.35606,1.35578,1291,m5,1,0,0,1.3559021405880043,1.355501611264287,0,0,0,0,0,1.3497800000000006,1.353915576,,,0,,
16,202507101540,1.3565099999999999,1.35589,1.35638,1.35606,1130,m5,1,0,0,1.355989024117458,1.3555940732364673,0,0,0,0,0,1.3497800000000006,1.3539076390243903,,,0,,
17,202507101545,1.35687,1.35633,1.35658,1.35638,1522,m5,1,0,0,1.35609647427792,1.3556978550010497,0,0,0,0,0,1.3497800000000009,1.3538997015873018,,,0,,
18,202507101550,1.35694,1.3565,1.3566799999999999,1.35658,998,m5,1,0,0,1.3562025698637528,1.3558012386851497,0,0,0,0,0,1.3497800000000009,1.3538917637209305,,,0,,
19,202507101555,1.357,1.35653,1.3567,1.3566799999999999,1163,m5,1,0,0,1.356293011706707,1.3558958451393446,0,0,0,0,0,1.3497800000000009,1.3538838254545456,,,0,,
