,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,value1,peaks_min,peaks_max,ema,ema_slow,sell,buy
0,202410031230,1.1046799999999999,1.10281,1.10321,1.10374,15484,m30,1,,,1.10321,1.10321,0,0
1,202410031300,1.10409,1.10284,1.10406,1.10321,9395,m30,1,,1.0,1.1036775,1.1036435,1,-1
2,202410031330,1.10438,1.1034599999999999,1.10369,1.10406,11361,m30,1,,,1.1036825249169435,1.1036596240501269,1,0
3,202410031400,1.10388,1.10172,1.10284,1.10369,24164,m30,1,,,1.1034049504950494,1.103442263094762,1,0
4,202410031430,1.10284,1.10082,1.10168,1.10284,15060,m30,1,,,1.102909764122272,1.1030610620181913,1,0
5,202410031500,1.10196,1.10122,1.10125,1.10168,10240,m30,1,1.0,,1.102478666048447,1.1027282460248182,-1,1
6,202410031530,1.1024,1.10121,1.1014599999999999,1.10125,7673,m30,1,,,1.1022332084515707,1.1025246175207797,0,1
7,202410031600,1.10254,1.1014,1.10248,1.1014599999999999,5647,m30,1,,,1.102289354718194,1.1025182289775257,0,1
8,202410031630,1.10338,1.1022,1.10304,1.10248,6592,m30,1,,,1.1024526688632337,1.1025859026124842,0,1
9,202410031700,1.10359,1.103,1.10318,1.10304,6022,m30,1,,,1.102605449252501,1.1026565632935428,0,1
10,202410031730,1.10362,1.10316,1.10328,1.10318,4767,m30,1,,,1.1027432515370208,1.1027252385861925,0,1
11,202410031800,1.10347,1.10296,1.10331,1.10328,4663,m30,1,,1.0,1.1028564868426591,1.1027853866415747,1,-1
12,202410031830,1.10332,1.10256,1.1026,1.10331,4354,m30,1,,,1.102806146362153,1.102767458913783,1,0
13,202410031900,1.10318,1.10249,1.1031,1.1026,3469,m30,1,,,1.1028629992111088,1.1027978689074502,1,0
14,202410031930,1.1031199999999999,1.1028,1.10284,1.1031,3236,m30,1,,,1.1028586007415129,1.102801530435647,1,0
15,202410032000,1.10297,1.10261,1.10291,1.10284,1398,m30,1,,,1.1028683387677742,1.1028105281832679,1,0
16,202410032030,1.10305,1.10275,1.10301,1.10291,2039,m30,1,,,1.1028949741889056,1.1028263813758863,1,0
17,202410032100,1.10332,1.1028499999999999,1.1031,1.10301,465,m30,1,,,1.1029332858649614,1.102847285832323,1,0
18,202410032130,1.1032899999999999,1.10308,1.10319,1.1031,868,m30,1,,,1.1029810153883284,1.1028725304822715,1,0
19,202410032200,1.1034,1.10307,1.10336,1.10319,632,m30,1,,,1.1030511898457345,1.1029072422910233,1,0
20,202410032230,1.10353,1.10335,1.10342,1.10336,725,m30,1,,,1.1031192526031732,1.1029426229117374,1,0
