,Unnamed: 0,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,value1,peaks_min,peaks_max,ema,ema_slow,sell,buy,TriggerSell,TriggerBuy,ZoneOperationType
952,815,202408281520,1.1130200000000001,1.11271,1.11285,1.11276,2042,m5,1,,,1.1127113627261636,1.1124059155310793,0,1,0,0,SELL
953,816,202408281525,1.11285,1.11225,1.11251,1.11285,2262,m5,1,,,1.1126747513214064,1.1124099972749586,0,1,0,0,SELL
954,817,202408281530,1.11275,1.11245,1.11261,1.11251,1906,m5,1,,,1.112662978353878,1.112417840519078,0,1,0,0,SELL
955,137,202408281530,1.11305,1.11243,1.11261,1.11251,12108,m30,1,,,1.1124461355630821,1.1147103928250357,1,0,0,0,SELL
956,818,202408281535,1.11303,1.11261,1.11285,1.11261,2764,m5,1,,,1.1126969822895365,1.1124347879497023,0,1,0,0,SELL
957,819,202408281540,1.11305,1.11265,1.11269,1.11285,1656,m5,1,,,1.112695712782348,1.1124447962654005,0,1,0,0,SELL
958,820,202408281545,1.1129,1.11265,1.11274,1.11269,2116,m5,1,,,1.1127037650037392,1.1124563728824433,0,1,0,0,SELL
959,821,202408281550,1.11279,1.11243,1.11265,1.11274,1936,m5,1,,,1.1126939895485135,1.1124639661027396,0,1,0,0,SELL
960,822,202408281555,1.11277,1.11259,1.11261,1.11265,1730,m5,1,,,1.1126787187215113,1.11246969292224,0,1,0,0,SELL
961,138,202408281600,1.1126200000000002,1.11101,1.11122,1.11261,10734,m30,1,,,1.1122232018243396,1.1145729862197358,1,0,0,0,SELL
962,823,202408281600,1.1126200000000002,1.112,1.11204,1.11261,2220,m5,1,,,1.1125625880448728,1.1124528422194069,0,1,0,0,SELL
963,824,202408281605,1.11208,1.11181,1.1118700000000001,1.11204,2246,m5,1,,,1.112436662945805,1.1124299856617834,0,1,0,0,SELL
964,825,202408281610,1.1118700000000001,1.1116,1.11162,1.1118700000000001,1434,m5,1,,,1.1122881787738403,1.112398221518184,0,1,0,0,SELL
965,826,202408281615,1.11162,1.11117,1.11148,1.11162,1812,m5,1,,,1.1121412371785968,1.1123622128311963,0,1,0,0,SELL
966,827,202408281620,1.1114899999999999,1.11101,1.1110799999999998,1.11148,1644,m5,1,1.0,,1.1119482849643063,1.1123119299750712,-1,1,0,0,SELL
967,828,202408281625,1.11129,1.11106,1.11122,1.1110799999999998,1378,m5,1,,,1.111815869516251,1.1122691091917352,0,1,0,0,SELL
968,139,202408281630,1.11173,1.11114,1.1114700000000002,1.11122,8416,m30,1,,,1.112086256038096,1.1144508491766727,1,0,0,0,SELL
969,829,202408281630,1.11143,1.11114,1.11137,1.11122,1442,m5,1,,,1.111734802331478,1.112233850007745,0,1,0,0,SELL
970,830,202408281635,1.1115,1.11127,1.11129,1.11137,1138,m5,1,,,1.1116539291803005,1.1121968362819514,0,1,0,0,SELL
971,831,202408281640,1.11148,1.11121,1.11143,1.11129,1644,m5,1,,,1.1116132147838822,1.1121667642708946,0,1,0,0,SELL
972,832,202408281645,1.1116700000000002,1.11139,1.11163,1.11143,1428,m5,1,,1.0,1.1116162666413585,1.1121457146916438,1,-1,1,0,SELL
973,833,202408281650,1.11173,1.11142,1.11152,1.11163,1542,m5,1,,,1.1115987636156568,1.1121211768605987,1,0,0,0,SELL
974,834,202408281655,1.1117,1.11143,1.1114700000000002,1.11152,1222,m5,1,,,1.1115753520491738,1.1120956405131244,1,0,0,0,SELL
975,140,202408281700,1.11172,1.11105,1.11109,1.1114700000000002,10314,m30,1,,,1.111905118576624,1.1143185815937666,1,0,0,0,SELL
976,835,202408281700,1.11171,1.1114,1.11154,1.1114700000000002,2102,m5,1,,,1.1115689244038691,1.1120738506890804,1,0,0,0,SELL
977,836,202408281705,1.11172,1.11137,1.11162,1.11154,1540,m5,1,,,1.1115782108758931,1.1120560526228418,1,0,0,0,SELL
978,837,202408281710,1.11162,1.11111,1.11114,1.11162,1826,m5,1,,,1.111498536171185,1.1120201289905736,1,0,0,0,SELL
979,838,202408281715,1.11135,1.11105,1.11127,1.11114,1512,m5,1,,,1.1114569841400608,1.1119907121674142,1,0,0,0,SELL
980,839,202408281720,1.11131,1.11116,1.1112,1.11127,1544,m5,1,,,1.111410259750959,1.1119597038471232,1,0,0,0,SELL
981,840,202408281725,1.11122,1.1110799999999998,1.11109,1.1112,1790,m5,1,,,1.1113520307053302,1.1119255978139029,1,0,0,0,SELL
982,141,202408281730,1.1111799999999998,1.11053,1.11067,1.11109,6948,m30,1,1.0,,1.1116805515626922,1.114175010244557,-1,1,0,0,BUY
983,841,202408281730,1.1111799999999998,1.1110200000000001,1.1110200000000001,1.11109,946,m5,1,,,1.1112916614861792,1.1118900841741417,1,0,0,0,BUY
984,842,202408281735,1.1110200000000001,1.11068,1.1107200000000002,1.1110200000000001,1332,m5,1,,,1.1111877230341467,1.1118441985202538,1,0,0,0,BUY
985,843,202408281740,1.11084,1.11065,1.11071,1.1107200000000002,846,m5,1,,,1.1111008643006657,1.1117997201469108,1,0,0,0,BUY
986,844,202408281745,1.1109799999999999,1.11071,1.11091,1.11071,932,m5,1,,,1.1110661617005446,1.1117648291607574,1,0,0,0,BUY
987,845,202408281750,1.1109799999999999,1.11079,1.11097,1.11091,848,m5,1,,,1.1110486777549908,1.111733659389747,1,0,0,0,BUY
988,846,202408281755,1.11109,1.11053,1.11067,1.11097,2044,m5,1,1.0,,1.1109798272540836,1.1116919472568156,-1,1,0,0,BUY
989,142,202408281800,1.1113,1.11055,1.1111799999999998,1.11067,8614,m30,1,,,1.1115895421876572,1.1140571726839936,0,1,0,0,BUY
990,847,202408281800,1.11091,1.11055,1.1109,1.11067,1318,m5,1,,,1.1109653132078865,1.1116608905016463,0,1,0,0,BUY
991,848,202408281805,1.11105,1.11084,1.111,1.1109,2258,m5,1,,,1.1109716198973618,1.1116349732270718,0,1,0,0,BUY
992,849,202408281810,1.11115,1.11095,1.11097,1.111,1306,m5,1,,,1.1109713253705689,1.1116088958456178,0,1,0,0,BUY
993,850,202408281815,1.1110799999999998,1.11095,1.111,1.11097,1276,m5,1,,,1.1109765389395565,1.1115850175771624,0,1,0,0,BUY
994,851,202408281820,1.1112799999999998,1.11089,1.1112,1.111,1414,m5,1,,1.0,1.1110171682232732,1.1115699188486463,1,-1,0,0,BUY
995,852,202408281825,1.1113,1.11112,1.1111799999999998,1.1112,1042,m5,1,,,1.1110467740008598,1.1115546279134052,1,0,0,0,BUY
996,853,202408281830,1.11121,1.11097,1.1110200000000001,1.1111799999999998,902,m5,1,,,1.1110419060007035,1.1115336621128795,1,0,0,0,BUY
997,143,202408281830,1.11161,1.11096,1.1115700000000002,1.1111799999999998,7206,m30,1,,,1.1115859890626287,1.1139593284188631,0,1,0,0,BUY
998,854,202408281835,1.11109,1.11096,1.1110799999999998,1.1110200000000001,1216,m5,1,,,1.1110488321823937,1.1115158714417863,1,0,0,0,BUY
999,855,202408281840,1.11129,1.11104,1.11104,1.1110799999999998,1170,m5,1,,,1.1110472263310494,1.111497209816618,1,0,0,0,BUY
1000,856,202408281845,1.11117,1.11096,1.11109,1.11104,960,m5,1,,,1.1110550033617677,1.1114812408042016,1,0,0,0,BUY
1001,857,202408281850,1.11148,1.1110799999999998,1.1114700000000002,1.11109,1408,m5,1,,,1.1111304572959917,1.1114807999883507,1,0,0,0,BUY
1002,858,202408281855,1.11161,1.11138,1.1115700000000002,1.1114700000000002,1550,m5,1,,,1.111210374151266,1.1114842980280233,1,0,0,0,BUY
1003,859,202408281900,1.11178,1.11153,1.11173,1.1115700000000002,1132,m5,1,,1.0,1.1113048515783084,1.1114939333994736,1,-1,0,0,BUY
1004,144,202408281900,1.11178,1.1114,1.11169,1.1115700000000002,6986,m30,1,,,1.1116049001421509,1.1138700651069338,0,1,0,0,BUY
1005,860,202408281905,1.11173,1.1114700000000002,1.11156,1.11173,1184,m5,1,,,1.111351242200434,1.111496524246553,1,0,0,0,BUY
1006,861,202408281910,1.1115700000000002,1.1114,1.11144,1.11156,1374,m5,1,,,1.1113673799821733,1.1114943076094337,1,0,0,0,BUY
1007,862,202408281915,1.1117,1.11143,1.1116700000000002,1.11144,1324,m5,1,,,1.1114224018035963,1.1115011975071027,1,0,0,0,BUY
1008,863,202408281920,1.11169,1.11155,1.1116,1.1116700000000002,930,m5,1,,,1.1114546923847608,1.111505072114667,1,0,0,0,BUY
1009,864,202408281925,1.1117,1.1114700000000002,1.11169,1.1116,1042,m5,1,,,1.1114974755875315,1.1115123241886018,1,0,0,0,BUY
1010,145,202408281930,1.11171,1.1113,1.11132,1.11169,6048,m30,1,,,1.1115531001163053,1.1137697710412011,0,1,0,0,BUY
1011,865,202408281930,1.11171,1.11151,1.11154,1.11169,1268,m5,1,,,1.1115052072988894,1.1115134095145391,1,0,0,0,BUY
1012,866,202408281935,1.11155,1.11145,1.1114600000000001,1.11154,800,m5,1,,,1.1114969877900005,1.111511315023773,1,0,0,0,BUY
1013,867,202408281940,1.11152,1.11141,1.11148,1.1114600000000001,760,m5,1,,,1.1114938991009096,1.111510086983625,1,0,0,0,BUY
1014,868,202408281945,1.1115,1.11131,1.11138,1.11148,966,m5,1,,,1.1114731901734711,1.1115049855332868,1,0,0,0,BUY
1015,869,202408281950,1.11152,1.11134,1.11151,1.11138,856,m5,1,,,1.111479882869204,1.1115051821790405,1,0,0,0,BUY
1016,870,202408281955,1.11151,1.1113,1.11132,1.11151,1398,m5,1,1.0,,1.1114508132566214,1.1114979201328032,-1,1,0,1,BUY
1017,871,202408282000,1.1114899999999999,1.11123,1.1114899999999999,1.11132,698,m5,1,,,1.111457938119054,1.11149760953936,0,1,0,0,BUY
1018,146,202408282000,1.11163,1.11123,1.1115899999999999,1.11132,4108,m30,1,,,1.111559809186068,1.1136840504410228,0,1,0,0,BUY
1019,872,202408282005,1.1115,1.11142,1.11143,1.1114899999999999,386,m5,1,,,1.111452858461044,1.1114949581848752,0,1,0,0,BUY
1020,873,202408282010,1.11152,1.11141,1.1115,1.11143,806,m5,1,,,1.111461429649945,1.1114951559031154,0,1,0,0,BUY
1021,874,202408282015,1.11151,1.11145,1.1115,1.1115,770,m5,1,,,1.111468442440864,1.111495345867699,0,1,0,0,BUY
1022,875,202408282020,1.11151,1.11137,1.1115,1.1115,742,m5,1,,,1.1114741801788888,1.1114955283826913,0,1,0,0,BUY
1023,876,202408282025,1.11163,1.11148,1.1115899999999999,1.1115,706,m5,1,,,1.1114952383281818,1.1114992331519975,0,1,0,0,BUY
1024,147,202408282030,1.112,1.11156,1.11195,1.1115899999999999,2980,m30,1,,,1.1116307529704192,1.113615865517271,0,1,0,0,BUY
1025,877,202408282030,1.11181,1.11156,1.11181,1.1115899999999999,620,m5,1,,,1.111552467723058,1.1115114200872132,0,1,0,0,BUY
1026,878,202408282035,1.11191,1.11175,1.11188,1.11181,516,m5,1,,,1.1116120190461385,1.11152587420144,0,1,0,0,BUY
1027,879,202408282040,1.1119700000000001,1.1118700000000001,1.1119299999999999,1.11188,568,m5,1,,,1.1116698337650224,1.1115417222719717,0,1,0,0,BUY
1028,880,202408282045,1.11198,1.11189,1.11194,1.1119299999999999,454,m5,1,,,1.1117189548986548,1.1115573410064044,0,1,0,0,BUY
1029,881,202408282050,1.11199,1.11191,1.11196,1.11194,468,m5,1,,1.0,1.1117627812807176,1.111573131555173,1,-1,0,0,BUY
1030,882,202408282055,1.112,1.1119,1.11195,1.11196,354,m5,1,,,1.1117968210478602,1.1115879107098718,1,0,0,0,BUY
1031,148,202408282100,1.11195,1.11176,1.11188,1.11195,202,m30,1,,,1.1116760706121611,1.1135476164229756,0,1,0,0,BUY
1032,883,202408282100,1.11195,1.1117700000000001,1.11181,1.11195,60,m5,1,1.0,,1.1117992172209763,1.1115966200937983,-1,1,0,0,BUY
1033,884,202408282105,1.11192,1.11176,1.11191,1.11181,90,m5,1,,,1.111819359544435,1.1116089095018846,0,1,0,0,BUY
1034,885,202408282110,1.11191,1.11188,1.11191,1.11191,38,m5,1,,,1.111835839627265,1.1116207169723988,0,1,0,0,BUY
1035,886,202408282115,1.11191,1.11188,1.11188,1.11191,4,m5,1,,,1.1118438687859442,1.1116308849342655,0,1,0,0,BUY
1036,887,202408282120,1.11189,1.11188,1.11188,1.11188,6,m5,1,,,1.1118504380975909,1.1116406541525297,0,1,0,0,BUY
1037,888,202408282125,1.11188,1.1118700000000001,1.11188,1.11188,4,m5,1,,,1.111855812988938,1.1116500402641951,0,1,0,0,BUY
1038,149,202408282130,1.11194,1.1118700000000001,1.1119299999999999,1.11188,50,m30,1,,,1.1117222395917683,1.1134840229785166,0,1,0,0,BUY
1039,889,202408282130,1.11188,1.1118700000000001,1.1118700000000001,1.11188,8,m5,1,1.0,,1.1118583924454946,1.1116586661361874,-1,1,0,0,BUY
1040,890,202408282135,1.1119,1.1118700000000001,1.1119,1.1118700000000001,8,m5,1,,,1.1118659574554048,1.1116681302092781,0,1,0,0,BUY
1041,891,202408282140,1.1119,1.11189,1.1119,1.1119,4,m5,1,,,1.1118721470089674,1.1116772231422474,0,1,0,0,BUY
1042,892,202408282145,1.1119299999999999,1.11189,1.1119299999999999,1.1119,16,m5,1,,,1.1118826657346097,1.1116871359601983,0,1,0,0,BUY
1043,893,202408282150,1.1119299999999999,1.11192,1.11192,1.1119299999999999,6,m5,1,,,1.1118894537828623,1.1116962678833282,0,1,0,0,BUY
1044,894,202408282155,1.11194,1.11192,1.1119299999999999,1.11192,8,m5,1,,,1.1118968258223418,1.111705433848688,0,1,0,0,BUY
1045,150,202408282200,1.1124,1.1115,1.11239,1.1119299999999999,1854,m30,1,,,1.1118436505750833,1.1134410177796676,0,1,0,0,BUY
1046,895,202408282200,1.11224,1.1115,1.1121299999999998,1.1119299999999999,486,m5,1,,,1.1119392211273709,1.1117220835016806,0,1,0,0,BUY
1047,896,202408282205,1.1122299999999998,1.11211,1.11217,1.1121299999999998,302,m5,1,,,1.1119811809223945,1.111739648854556,0,1,0,0,BUY
1048,897,202408282210,1.11219,1.11201,1.11218,1.11217,242,m5,1,,,1.112017329845595,1.1117569175269262,0,1,0,0,BUY
1049,898,202408282215,1.11235,1.11217,1.1123100000000001,1.11218,358,m5,1,,,1.1120705426009416,1.111778607035674,0,1,0,0,BUY
1050,899,202408282220,1.1124,1.11225,1.11236,1.1123100000000001,318,m5,1,,,1.1121231712189523,1.1118014067597652,0,1,0,0,BUY
1051,900,202408282225,1.1124,1.11229,1.11239,1.11236,148,m5,1,,,1.1121716855427792,1.1118244888476176,0,1,0,0,BUY
1052,901,202408282230,1.1124,1.11235,1.1124,1.11239,292,m5,1,,,1.1122131972622742,1.1118470579124171,0,1,0,0,BUY
1053,151,202408282230,1.11242,1.1121299999999998,1.1124,1.11239,2156,m30,1,,,1.1119448050159773,1.113400100001798,0,1,0,0,BUY
1054,902,202408282235,1.11242,1.1123299999999998,1.11237,1.1124,322,m5,1,,,1.1122417068509514,1.1118675654452634,0,1,0,0,BUY
1055,903,202408282240,1.11237,1.11215,1.1123,1.11237,514,m5,1,,,1.112252305605324,1.1118845236630963,0,1,0,0,BUY
1056,904,202408282245,1.11236,1.1121299999999998,1.11234,1.1123,500,m5,1,,,1.1122682500407195,1.11190238548023,0,1,0,0,BUY
1057,905,202408282250,1.11242,1.11224,1.11239,1.11234,324,m5,1,,,1.1122903863969524,1.1119215076182605,0,1,0,0,BUY
1058,906,202408282255,1.1124,1.1123,1.1124,1.11239,204,m5,1,,,1.1123103161429608,1.1119402720253873,0,1,0,0,BUY
1059,152,202408282300,1.11257,1.11226,1.11257,1.1124,2532,m30,1,,,1.1120584768312543,1.1133674753953071,0,1,0,0,BUY
1060,907,202408282300,1.11243,1.11226,1.11229,1.1124,606,m5,1,1.0,,1.1123066222987863,1.1119539868479211,-1,1,0,0,BUY
1061,908,202408282305,1.11245,1.11226,1.11245,1.11229,484,m5,1,,,1.1123326909717342,1.1119734383440811,0,1,0,0,BUY
1062,909,202408282310,1.11249,1.11239,1.11247,1.11245,260,m5,1,,,1.1123576562496007,1.1119929113501956,0,1,0,0,BUY
1063,910,202408282315,1.11248,1.11229,1.11245,1.11247,440,m5,1,,,1.1123744460224003,1.1120108363952859,0,1,0,0,BUY
1064,911,202408282320,1.11246,1.11235,1.11243,1.11245,264,m5,1,,,1.1123845467456004,1.1120272741837065,0,1,0,0,BUY
1065,912,202408282325,1.11257,1.11238,1.11257,1.11243,478,m5,1,,,1.1124182655191277,1.1120485575490513,0,1,0,0,BUY
1066,913,202408282330,1.11259,1.1124100000000001,1.11251,1.11257,634,m5,1,,,1.11243494451565,1.1120666533314416,0,1,0,0,BUY
1067,153,202408282330,1.11261,1.1123100000000001,1.11243,1.11257,3392,m30,1,,,1.1121260264982986,1.1133306338996491,0,1,0,0,BUY
1068,914,202408282335,1.1125200000000002,1.1124399999999999,1.1125,1.11251,502,m5,1,,,1.1124467727855318,1.1120836473184441,0,1,0,0,BUY
1069,915,202408282340,1.11257,1.1124100000000001,1.11257,1.1125,466,m5,1,,,1.112469177733617,1.1121027199726226,0,1,0,0,BUY
1070,916,202408282345,1.11261,1.11247,1.11247,1.11257,454,m5,1,,,1.112469327236596,1.1121171231109508,0,1,0,0,BUY
1071,917,202408282350,1.11255,1.1124,1.11243,1.11247,666,m5,1,,,1.1124621768299423,1.1121293927928746,0,1,0,0,BUY
1072,918,202408282355,1.11245,1.1123100000000001,1.11243,1.11243,670,m5,1,,,1.1124563264972256,1.112141181310801,0,1,0,0,BUY
1073,919,202408290000,1.11271,1.11239,1.11265,1.11243,1084,m5,1,,,1.1124915398613664,1.1121611349848872,0,1,0,0,BUY
1074,154,202408290000,1.11321,1.11239,1.11311,1.11243,6344,m30,1,,,1.1123049307713349,1.1133219640094607,0,1,0,0,BUY
1075,920,202408290005,1.11286,1.11261,1.11278,1.11265,1038,m5,1,,,1.1125439871592997,1.112185404201166,0,1,0,0,BUY
1076,921,202408290010,1.1129,1.11264,1.11281,1.11278,1108,m5,1,,,1.1125923531303359,1.1122098981540616,0,1,0,0,BUY
1077,922,202408290015,1.1131,1.11281,1.113,1.11281,1224,m5,1,,,1.1126664707430023,1.1122408825401766,0,1,0,0,BUY
1078,923,202408290020,1.11321,1.11296,1.11307,1.113,1082,m5,1,,,1.1127398396988202,1.1122733969503658,0,1,0,0,BUY
1079,924,202408290025,1.11316,1.11303,1.11311,1.11307,808,m5,1,,1.0,1.112807141571762,1.1123062049130965,1,-1,0,0,BUY
1080,925,202408290030,1.11323,1.11299,1.11299,1.11311,934,m5,1,,,1.1128403885587144,1.1123330204067006,1,0,0,0,BUY
1081,155,202408290030,1.11324,1.1128,1.11313,1.11311,6102,m30,1,,1.0,1.112454943358365,1.113314421314158,1,-1,0,0,SELL
1082,926,202408290035,1.11303,1.1128,1.1128200000000001,1.11299,1106,m5,1,,,1.112836681548039,1.1123521176456534,1,0,0,0,SELL
1083,927,202408290040,1.11312,1.1128,1.113,1.1128200000000001,836,m5,1,,,1.1128663758120318,1.1123775247968042,1,0,0,0,SELL
1084,928,202408290045,1.11306,1.11286,1.113,1.113,1056,m5,1,,,1.112890671118935,1.1124019355890864,1,0,0,0,SELL
1085,929,202408290050,1.11307,1.11295,1.11299,1.113,1064,m5,1,,,1.1129087309154924,1.1124249969385342,1,0,0,0,SELL
1086,930,202408290055,1.11324,1.1129799999999999,1.11313,1.11299,1106,m5,1,,,1.1129489616581298,1.1124526441174152,1,0,0,0,SELL
1087,931,202408290100,1.11338,1.11313,1.11333,1.11313,992,m5,1,,1.0,1.1130182413566516,1.1124870502304576,1,-1,0,0,SELL
1088,156,202408290100,1.11338,1.11305,1.1130799999999998,1.11313,5894,m30,1,,,1.1125685900204805,1.1133052110814354,1,0,0,0,SELL
1089,932,202408290105,1.11338,1.1132600000000001,1.1133,1.11333,826,m5,1,,,1.1130694702008967,1.1125189306135768,1,0,0,0,SELL
1090,933,202408290110,1.11334,1.11307,1.11311,1.1133,1136,m5,1,,,1.1130768392552792,1.112542109805201,1,0,0,0,SELL
1091,934,202408290115,1.11332,1.1130799999999998,1.11329,1.11311,1050,m5,1,,,1.1131155957543193,1.112571438832448,1,0,0,0,SELL
1092,935,202408290120,1.11332,1.11311,1.11314,1.11329,1022,m5,1,,,1.1131200328898976,1.1125937353488229,1,0,0,0,SELL
1093,936,202408290125,1.1132,1.11305,1.1130799999999998,1.11314,868,m5,1,,,1.1131127541826435,1.1126128045508297,1,0,0,0,SELL
1094,157,202408290130,1.1131,1.1130799999999998,1.1130799999999998,1.1130799999999998,10,m30,1,,,1.1126615736531205,1.1132963633623432,1,0,0,0,SELL
1095,937,202408290130,1.11311,1.11281,1.11287,1.1130799999999998,938,m5,1,,,1.1130686170585264,1.1126228906468756,1,0,0,0,SELL
