,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,value1,peaks_min,peaks_max,ema_10,ema_18,peaks_min_ema_10,peaks_max_ema_10,peaks_min_ema_18,peaks_max_ema_18,trade_open_zone,centro_picos_max_suave,centro_picos_min_suave,centro_picos_max_trend,centro_picos_min_trend,signal,last_min_trend_marker,last_max_trend_marker
0,202507101420,1.60046,1.59894,1.59932,1.60033,2129,m5,1,0,0,1.59932,1.59932,0,0,0,0,0,1.600649333333333,1.5970849999999999,,,0,,
1,202507101425,1.5995300000000001,1.598,1.59846,1.59932,2113,m5,1,0,0,1.5991636363636363,1.5992294736842105,0,0,0,0,0,1.6006514878542506,1.5970849999999999,,,0,,
2,202507101430,1.59908,1.59809,1.59894,1.59846,1840,m5,1,0,0,1.5991229752066114,1.599199002770083,0,0,0,0,0,1.6006536500974657,1.5970849999999999,,,0,,
3,202507101435,1.59894,1.59792,1.59842,1.59894,1676,m5,1,0,0,1.5989951615326818,1.5991170024784953,0,0,0,0,0,1.6006558192355889,1.5970849999999999,,,0,,
4,202507101440,1.5987500000000001,1.59832,1.5984800000000001,1.59842,1619,m5,1,0,0,1.598901495799467,1.599049949586022,0,0,0,0,0,1.6006579945553536,1.5970849999999999,,,0,,
5,202507101445,1.59942,1.5984500000000001,1.59935,1.5984800000000001,1511,m5,1,0,1,1.5989830420177455,1.599081533840125,0,0,0,0,0,1.6006601754385963,1.5970849999999999,,,0,,
6,202507101450,1.59948,1.59905,1.59934,1.59935,1429,m5,1,0,0,1.5990479434690643,1.5991087408043223,0,0,0,0,0,1.6006623613469155,1.5970849999999999,,,0,,
7,202507101455,1.59934,1.59842,1.5988200000000001,1.59934,2461,m5,1,0,0,1.5990064992019617,1.5990783470354462,0,0,0,0,0,1.6006645518092104,1.5970849999999999,,,0,,
8,202507101500,1.5992300000000002,1.5987,1.5988200000000001,1.5988200000000001,2236,m5,1,0,0,1.5989725902561505,1.5990511526106623,0,0,0,0,0,1.6006667464114832,1.5970849999999999,,,0,,
9,202507101505,1.59908,1.59849,1.59895,1.5988200000000001,1350,m5,1,0,0,1.5989684829368502,1.5990405049674346,0,0,0,0,0,1.6006689447884417,1.5970849999999999,,,0,,
10,202507101510,1.59907,1.5983,1.59839,1.59895,1142,m5,1,0,0,1.5988633042210592,1.5989720307603361,0,0,0,0,0,1.6006711466165413,1.5970849999999999,,,0,,
11,202507101515,1.59904,1.59836,1.59895,1.59839,804,m5,1,0,0,1.5988790670899575,1.5989697117329325,0,0,0,0,0,1.6006733516081872,1.5970849999999999,,,0,,
12,202507101520,1.59921,1.59874,1.59917,1.59895,970,m5,1,0,0,1.5989319639826922,1.5989907947084132,0,0,0,0,0,1.6006755595068753,1.5970849999999999,,,0,,
13,202507101525,1.59922,1.5985800000000001,1.59859,1.59917,1094,m5,1,0,0,1.5988697887131118,1.5989486057917381,0,0,0,0,0,1.6006777700831025,1.5970849999999999,,,0,,
14,202507101530,1.59864,1.59775,1.59776,1.59859,1488,m5,1,0,0,1.5986680089470915,1.5988234893926077,0,0,0,0,0,1.6006799831309042,1.5970849999999999,,,0,,
15,202507101535,1.59802,1.59748,1.5977000000000001,1.59776,1063,m5,1,0,0,1.5984920073203475,1.5987052273512805,0,0,0,0,0,1.6006821984649122,1.5970849999999999,,,0,,
16,202507101540,1.59839,1.5976700000000001,1.5983500000000002,1.5977000000000001,1087,m5,1,0,0,1.5984661878075568,1.5986678349985142,0,0,0,0,0,1.6006844159178435,1.5970849999999996,,,0,,
17,202507101545,1.5987,1.59825,1.5985500000000001,1.5983500000000002,850,m5,1,0,0,1.598481426388001,1.59865543131446,0,0,0,0,0,1.600686635338346,1.5970849999999994,,,0,,
