,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,ema_200,ema_100,ema_80,peaks_min,peaks_max,median_max,median_min,channel_width_pips,channel_breakout_up,channel_breakout_down,signal,valid_signal
119,202509261508,1.39472,1.39451,1.39469,1.39452,255,m1,1.3938627486315187,1.3939969378168908,1.3940378283855124,0,0,1.3938627486315187,1.3940378283855124,1.8,1,0,1,1
120,202509261509,1.39492,1.39463,1.3949,1.39469,284,m1,1.3938730695406578,1.3940148202363583,1.3940591165735245,0,0,1.3938730695406578,1.3940591165735245,1.9,1,0,1,1
121,202509261510,1.3949,1.3947,1.3948,1.3949,280,m1,1.3938822927293082,1.3940303683504898,1.3940774099914623,0,0,1.3938822927293082,1.3940774099914623,2.0,1,0,1,1
122,202509261511,1.39503,1.39479,1.39492,1.3948,334,m1,1.393892618174788,1.394047984818797,1.3940982146830312,0,0,1.393892618174788,1.3940982146830312,2.1,1,0,1,1
123,202509261512,1.39503,1.3948,1.39492,1.39492,229,m1,1.3939028408795167,1.3940652524461477,1.394118505678512,0,0,1.3939028408795167,1.394118505678512,2.2,1,0,1,1
124,202509261513,1.39515,1.39491,1.39501,1.39492,284,m1,1.3939138573881782,1.3940839603185011,1.3941405178839807,0,0,1.3939138573881782,1.3941405178839807,2.3,1,0,1,1
125,202509261514,1.39524,1.39499,1.3952,1.39501,286,m1,1.3939266548271019,1.3941060601141744,1.3941666779362283,0,1,1.3939266548271019,1.3941666779362283,2.4,1,0,1,1
126,202509261515,1.39523,1.39499,1.39512,1.3952,245,m1,1.3939385289084243,1.3941261381317156,1.394190216752618,0,0,1.3939385289084243,1.394190216752618,2.5,1,0,1,1
127,202509261516,1.39512,1.39489,1.39492,1.39512,229,m1,1.3939482947899327,1.3941418581687115,1.3942082360920596,0,0,1.3939482947899327,1.3942082360920596,2.6,1,0,1,1
128,202509261517,1.39502,1.39483,1.395,1.39492,199,m1,1.393958759518391,1.3941588510762617,1.3942277858181815,0,0,1.393958759518391,1.3942277858181815,2.7,1,0,1,1
129,202509261518,1.39513,1.39499,1.39504,1.395,116,m1,1.3939695181301486,1.394176299569801,1.3942478404893377,0,0,1.3939695181301486,1.3942478404893377,2.8,1,0,1,1
130,202509261519,1.39505,1.39495,1.39501,1.39504,174,m1,1.39397987118358,1.3941928084892108,1.3942666592426873,0,0,1.39397987118358,1.3942666592426873,2.9,1,0,1,1
131,202509261520,1.39501,1.3948099999999999,1.39483,1.39501,166,m1,1.3939883301767781,1.3942054261428898,1.394280568891016,0,0,1.3939883301767781,1.394280568891016,2.9,1,0,1,1
132,202509261521,1.39492,1.3948,1.39482,1.39483,198,m1,1.3939966054984023,1.3942175959222385,1.3942938881776576,0,0,1.3939966054984023,1.3942938881776576,3.0,1,0,1,1
133,202509261522,1.39484,1.3947,1.39471,1.39482,130,m1,1.3940037039511546,1.3942273464980357,1.3943041625436414,0,0,1.3940037039511546,1.3943041625436414,3.0,1,0,1,1
134,202509261523,1.39477,1.39468,1.3947,1.39471,119,m1,1.3940106322700487,1.3942367059733223,1.394313936307996,0,0,1.3940106322700487,1.394313936307996,3.0,1,0,1,1
135,202509261524,1.39477,1.39463,1.3947,1.3947,178,m1,1.3940174916504464,1.3942458801124644,1.3943234687448356,0,0,1.3940174916504464,1.3943234687448356,3.1,1,0,1,1
136,202509261525,1.39472,1.39462,1.39465,1.3947,96,m1,1.3940237852658648,1.3942538824864752,1.3943315312449631,0,0,1.3940237852658648,1.3943315312449631,3.1,1,0,1,1
137,202509261526,1.39472,1.39458,1.3946,1.39465,139,m1,1.3940295187458065,1.3942607362986243,1.3943381601031122,0,0,1.3940295187458065,1.3943381601031122,3.1,1,0,1,1
138,202509261527,1.39469,1.39459,1.3946,1.3946,146,m1,1.3940351951761967,1.3942674543917208,1.3943446252857514,0,0,1.3940351951761967,1.3943446252857514,3.1,1,0,1,1
139,202509261528,1.39461,1.39449,1.39451,1.3946,132,m1,1.3940399196023041,1.3942722572750532,1.3943487086120292,0,0,1.3940399196023041,1.3943487086120292,3.1,1,0,1,1
140,202509261529,1.39451,1.39424,1.39431,1.39451,135,m1,1.3940426069694454,1.3942730046557452,1.3943477528438308,0,0,1.3940426069694454,1.3943477528438308,3.1,1,1,1,1
141,202509261530,1.39431,1.39411,1.39412,1.39431,212,m1,1.3940433770493514,1.394269974860582,1.3943421293168226,1,0,1.3940433770493514,1.3943421293168226,3.0,1,1,1,1
142,202509261531,1.39424,1.39402,1.39422,1.39412,202,m1,1.3940451344916465,1.3942689852593824,1.3943391137781356,0,0,1.3940451344916465,1.3943391137781356,2.9,1,1,1,1
143,202509261532,1.39424,1.39414,1.3941999999999999,1.39422,159,m1,1.3940466754419782,1.3942676192146422,1.3943356788700334,0,0,1.3940466754419782,1.3943356788700334,2.9,1,1,1,1
