,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,ema_200,ema_100,ema_80,peaks_min,peaks_max,median_max,median_min,channel_width_pips,channel_breakout_up,channel_breakout_down,signal,valid_signal
3389,202509302210,0.66142,0.66137,0.66139,0.6614099999999999,36,m1,0.6612879060013409,0.6611963788895794,0.6611852778131606,0,0,0.6612879060013409,0.6611852778131606,1.0,1,0,1,1
3390,202509302211,0.6614099999999999,0.66136,0.6614099999999999,0.66139,33,m1,0.6612891208669993,0.6612006090105778,0.661190826509132,0,0,0.6612891208669993,0.661190826509132,1.0,1,0,1,1
3391,202509302212,0.66149,0.6614,0.66148,0.6614099999999999,51,m1,0.661291020161855,0.6612061415054178,0.6611979665953263,0,0,0.661291020161855,0.6611979665953263,0.9,1,0,1,1
3392,202509302213,0.66149,0.66145,0.6614599999999999,0.66148,18,m1,0.6612927015532795,0.6612111684063007,0.6612044365559354,0,0,0.6612927015532795,0.6612044365559354,0.9,1,0,1,1
3393,202509302214,0.6614599999999999,0.66138,0.6614,0.6614599999999999,16,m1,0.6612937691995155,0.6612149076457798,0.6612092652829493,0,0,0.6612937691995155,0.6612092652829493,0.8,1,0,1,1
3394,202509302215,0.6614099999999999,0.66138,0.66138,0.6614,15,m1,0.6612946272174308,0.6612181768013089,0.6612134809549752,0,0,0.6612946272174308,0.6612134809549752,0.8,1,0,1,1
3395,202509302216,0.66142,0.66138,0.6614099999999999,0.66138,17,m1,0.661295775205317,0.6612219752804909,0.6612183332770746,0,0,0.661295775205317,0.6612183332770746,0.8,1,0,1,1
3396,202509302217,0.6614099999999999,0.6614099999999999,0.6614099999999999,0.6614099999999999,8,m1,0.6612969117704384,0.6612256985422633,0.6612230657887517,0,0,0.6612969117704384,0.6612230657887517,0.7,1,0,1,1
3397,202509302218,0.66143,0.66138,0.66138,0.6614099999999999,20,m1,0.6612977385189912,0.6612287540166739,0.6612269407075478,0,0,0.6612977385189912,0.6612269407075478,0.7,1,0,1,1
3398,202509302219,0.66139,0.66138,0.66138,0.66138,4,m1,0.6612985570411903,0.6612317489866407,0.6612307199493367,0,0,0.6612985570411903,0.6612307199493367,0.7,1,0,1,1
3399,202509302220,0.66138,0.66133,0.66134,0.66138,26,m1,0.6612989694089397,0.6612338925710637,0.6612334182221925,0,0,0.6612989694089397,0.6612334182221925,0.7,1,0,1,1
3400,202509302221,0.66134,0.66132,0.66132,0.66134,5,m1,0.6612991786685523,0.6612355976686664,0.6612355560438667,0,0,0.6612991786685523,0.6612355560438667,0.6,1,0,1,1
3401,202509302222,0.66135,0.66132,0.66135,0.66132,10,m1,0.6612996843534423,0.6612378630613661,0.6612383818205614,0,0,0.6612996843534423,0.6612383818205614,0.6,1,0,1,1
3402,202509302223,0.66135,0.66133,0.66133,0.66135,5,m1,0.6612999860016668,0.6612396875552005,0.6612406439978314,0,0,0.6612999860016668,0.6612406439978314,0.6,1,0,1,1
3403,202509302224,0.66133,0.66128,0.6613,0.66133,16,m1,0.6612999861409539,0.661240881861038,0.661242109578132,0,0,0.6612999861409539,0.661242109578132,0.6,1,0,1,1
